WUA,student,session,file,treatment,player,age,age_cat,education_level,education_level_cat,woman,risk_av,risk_av_cat,beliefs_pre,beliefs_inter,beliefs_post,cause_autority,cause_injustice,cause_file,cause_necesity,cause_other_people,open_question,beliefs_pre_cat,beliefs_inter_cat,beliefs_post_cat
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,bjxhivuk,58,2,3,1,1,1,2,7,7,10,4,4,2,2,2,"existencia de poca agua para cubrir mayor necesidad de riego",3,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,phm8ds96,75,2,3,1,0,5,1,5,5,5,2,2,2,4,4,"La     mala  distribucion  de  horas    entre los  usuarios   ",2,2,2
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,z09hoomp,57,2,1,1,1,2,2,5,5,5,2,5,3,4,4,"5",2,2,2
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,t1qpwe11,66,2,1,1,1,3,1,7,7,6,1,5,5,5,5,"se aprovecharon",3,3,2
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,toceyqik,73,2,3,1,0,4,1,4,8,10,3,5,5,5,5,"por la necesidad de ocupar toda el agua que les corresponde. hoy en dia nadie quiere perder",2,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,27jrqjbc,60,2,2,1,1,1,2,5,6,5,2,5,5,4,5,"",2,2,2
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,2rlsvru5,53,2,4,2,0,2,2,2,4,2,2,4,5,4,5,"Para no perder ganancia",1,2,1
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,g9l2zxg7,62,2,3,1,1,3,1,5,2,3,4,4,4,4,4,"no tienen los mismos códigos, usan lo de los demas",2,1,1
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,2i41jr2n,19,1,2,1,1,3,1,6,4,4,1,1,1,1,1,"Cuando el primer turno requería más de las 12 horas de limite",2,2,2
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,uo2kyvm9,73,2,5,2,0,3,1,5,5,9,1,2,4,4,4,"porque tienen 50 % de probabilidades de lograrlo",2,2,3
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,3q1gpkdk,42,1,4,2,1,1,2,5,9,7,1,1,1,1,1,"por no saber compartir en comunidad, solo pensando en su beneficio, en ellos mismos, solo pensando en su propia ganancia en vez del beneficio para la comunidad. el colectivo. puede ser que todos pierden un poco, pero se salvan los cultivos de todos. tenemos que aprender a pensar mas en lo colectivo. pensar en todos. ",2,3,3
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,m8u6mu82,60,2,4,2,1,1,2,4,4,6,3,1,1,2,1,"Una mayor cantidad de plantas, necesitaban regar mas para no perder sus cultivos, les da mismo el resto de las personas, son egoistas, ladrones y ladronas....les cae pesimo la o el vecino",2,2,2
1,0,10,all_apps_wide-2024-11-08-SESION1.csv,1,ls2gzd4w,74,2,3,1,0,5,1,3,4,3,4,3,3,4,3,"cuando su necesidad era demasiado por encima",1,2,1
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,qds9wyf4,19,1,2,1,0,2,2,4,10,9,4,4,2,2,5,"que usaban el agua que tenian a su alcanze para que asi no faltara.",2,3,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,ne70pjog,64,2,5,2,0,5,1,8,6,10,4,4,1,3,2,"Apostaron a que: (1) el otro necesitaría menos agua; (2) le tocaría el segundo turno.",3,2,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,olle8tdt,38,1,4,2,1,1,2,3,10,8,5,2,5,2,4,"la escases de agua pasa a ser considerado como tema de supervicencia, en esa circunstacia, las personas dejan de ser empáticas.",1,3,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,j8a5titm,55,2,4,2,1,2,2,10,10,10,4,4,4,4,4,"Injusta distribución y control",3,3,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,3ilrp121,64,2,4,2,0,2,2,6,7,7,5,5,5,5,5,"no incorporar lo etico en sus decisiones",2,3,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,5klmvjxz,61,2,4,2,1,3,1,5,8,8,2,1,5,5,5,"1 ESTRATEGIA O EMPATIA O JUEGOS",2,3,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,2xx2ekvi,38,1,4,2,1,3,1,8,8,7,5,3,5,4,4,"Para cumplir con las horas que ellos necesitabansin importar las consecuencias en los demas",3,3,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,1c9ru0gr,24,1,3,1,1,1,2,5,0,7,3,1,3,2,1,"La gran pérdida de ganancias y ",2,1,3
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,00h06boe,63,2,5,2,1,4,1,7,6,6,4,2,2,5,2,"para cubrir sus propias necesidades de agua, y asegurarse",3,2,2
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,u62cz9zq,34,1,3,1,0,5,1,6,6,6,1,1,5,1,5,"Primero que todo ganar el ""juego"", evitando en lo mas posible las perdidas y arriesgando a que las multas no eran tan grandes al momento de utilizar más horas de agua de las asignadas a cada jugador. Además en una sociedad en donde los derechos de agua se pueden comprar o transar como ""commodities"" se puede esperar que aquellos que concentrar el poder o el capital tengan más oportunidades de disponer de los recursos naturales acorde a sus agendas.",2,2,2
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,sgjgdzmp,58,2,3,1,0,5,1,3,3,6,4,2,5,5,4,"Falta de ética  Fiscalización sin consecuencias graves  Falta de solidaridad y cohesión social",1,1,2
1,0,11,all_apps_wide-2024-11-10-SESION1.csv,0,mspo8h5p,48,1,4,2,1,2,2,3,5,8,3,2,4,4,4,"por la necesidad de cumplir el objetivo de regar para no tener perdidas económicas.",1,2,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,93rfkbwt,22,1,4,2,1,2,2,8,8,8,4,3,5,3,3,"por que la remuneracion economica era mas grande que la multa o el descuento por falta de horas de regado",3,3,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,3ukqad6x,19,1,5,2,0,5,1,2,2,10,1,5,5,1,5,"",1,1,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,kd21r8md,24,1,3,1,1,2,2,5,6,9,3,3,4,2,5,"usaron mas de sus horas necesarias",2,2,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,q6yv9fas,23,1,5,2,1,3,1,5,3,8,4,2,4,2,4,"que les tocara el primer turno, y asi no perder ganancias y poder dejar a los demas con bastante perdida",2,1,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,fnkxf1sy,21,1,4,2,0,1,2,10,2,9,4,4,5,2,5,"Que no tuvieron previsto las decisiones que podrian haber tomado los demas para llegar al total de agua requerido  ",3,1,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,wvytnmxv,22,1,4,2,1,4,1,4,2,3,4,3,4,3,4,"porque las horas de riego que necesitaban eran superior a las 12 horas ",2,1,1
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,2116t1ml,27,1,4,2,0,3,1,4,7,10,3,2,3,2,2,"Cumplir con las necesidades de sus cultivos, principalmente para no afectar su beneficio por cumplir con esto",2,3,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,a37gsqm6,22,1,4,2,1,2,2,7,5,7,5,5,5,1,3,"para no perder dinero",3,2,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,8sg5nesq,21,1,3,1,0,1,2,4,4,6,4,3,1,1,4,"yo creo que fue por nesecidad para cumplir las horas de riego",2,2,2
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,5a42g2o0,25,1,5,2,1,2,2,8,3,4,3,2,5,2,2,"Lo hicieron para prevenir, por si el otro participante no ponia lo que le correspondia",3,1,2
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,ierrbwki,21,1,5,2,1,1,2,10,10,10,5,1,5,5,5,"por que les pedian mÃ¡s horas",3,3,3
0,1,12,all_apps_wide-2025-04-08_SESION3.csv,0,hca6mhbl,20,1,4,2,1,2,2,5,10,5,4,4,2,3,2,"Probablemente no querÃ­an perder ganacias si su vecino no cumplÃ­a con las horas.   HabÃ­a poca probabilidad de multa si lo hacÃ­an",2,3,2
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,p9bc0yjz,21,1,4,2,1,2,2,3,2,5,4,5,5,2,3,"tal vez haya sido por inercia ya que se nos indica la cantidad de horas que se debian regar, por lo que fueron y colocaron las horas indicadas",1,1,2
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,pxtd646i,21,1,3,1,1,2,2,7,0,9,3,2,5,1,3,"Si no se alcanza lo necesario de horas para nuestro riego, obtenemos pérdidas. Tanto en la actividad como en la vida real, el dinero tiene gran impacto en las decisiones, y si ayudar al otro, perjudicándome en el proceso me penaliza, es difícil tomar la decisión, más tomando en cuenta que la otra persona con la que se comparte el límite de uso de agua puede no tomar en cuenta a uno tampoco. Se vuelve más en una especie de pelea o lucha de quién termina mejor económicamente, velando por el bien de la billeteria propia.",3,1,3
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,m6qz9439,21,1,4,2,0,3,1,2,2,3,5,2,1,3,4,"yo creo que pensaron en que los demas participantes no respetarian sus horarios.",1,1,1
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,b709ewxv,21,1,4,2,1,2,2,8,2,9,5,2,5,4,4,"Evitar más pérdidas",3,1,3
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,4ry3wqsr,20,1,3,1,1,3,1,2,0,0,3,2,5,1,5,"Compensar un poco lo perdido anteriormente, evitarse multas por no lograr lo necesario",1,1,1
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,yy740vhk,23,1,5,2,1,5,1,6,8,10,4,4,4,4,4,"Los motivos que pueden haber tenido los otros participantes podrian ser miedo a la perdida y que el vecino no cumpliria y los perjudicaria por su propio beneficio. ",2,3,3
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,cp7iw2au,21,1,4,2,0,2,2,0,10,8,2,1,3,2,5,"Esperando que la estrategia del otro jugador fuese: a) incumplimiento de sus horas, o por alguna externalidad b) elegir la hora del cambio de turno u horas cercanas para no sufrir multas o sufrir la menor pérdida posible.",1,3,3
0,1,13,all_apps_wide-2025-04-09_SESION2.csv,1,twr4jsxt,20,1,4,2,0,2,2,6,6,1,4,5,5,2,4,"para compensar una posible falta de riego por parte del vecino",2,2,1
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,jm8we6u4,30,1,NaN,2,1,5,1,1,5,7,1,4,4,4,4,"porque su cultivo nesecita mas agua, les dan las horas necesarias de riego para su cultivo",1,2,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,nyozlver,58,2,NaN,2,1,5,1,10,10,10,4,5,5,4,5,"que nesecitan mas horas de agua depende el cultivo",3,3,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,e0jp0n3g,66,2,NaN,2,0,1,2,8,1,10,1,1,2,2,1,"SE  APROVECHARON  DEI   RESTO",3,1,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,w8m9ijqr,57,2,NaN,2,0,2,2,10,8,8,5,5,5,5,5,"",3,3,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,bwzq73tp,54,2,NaN,2,0,1,2,8,10,10,2,1,1,5,5,"se  m0lestaron  con los otros regadores",3,3,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,i8odb8zc,56,2,NaN,2,1,1,2,5,8,8,2,5,5,4,5,"por nesecidad, ho no respetar la cantidad que le corespondia ,ho por ambicion",2,3,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,52h9gt5v,61,2,NaN,2,1,3,1,5,5,6,4,4,5,4,4,"ke no tienen respeto por el otroy no ay nesecidad de desperdiciar elrecurs0 ",2,2,2
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,srtba0gp,72,2,NaN,2,0,2,2,10,10,10,2,2,2,2,2,"",3,3,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,gquwkn7n,51,2,NaN,2,0,3,1,6,6,7,4,4,5,5,5,"era para poder sacar su cutivo",2,2,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,78lij79v,43,1,NaN,2,0,1,2,2,1,2,4,4,3,5,3,"",1,1,1
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,8ui7a8pl,58,2,NaN,2,0,2,2,5,4,7,5,5,5,5,5,"por que nesecitaban mas y no pensaron en el otro regador",2,2,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,caxquwav,37,1,NaN,2,1,2,2,3,4,10,5,5,5,5,5,"por que la necesitaban",1,2,3
1,0,14,all_apps_wide-2025-04-15-SESION1.csv,0,iceuberh,58,2,NaN,2,1,1,2,5,5,5,2,2,2,4,5,"devido al tereno que era mas secante ",2,2,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,biljklk7,44,1,NaN,2,1,1,2,5,8,8,1,5,5,4,5,"NO RESPETAR LAS HOIRAS DE RIEGO DESIGNADAS PARA SU USO ,DEBERIAN FISCALIZAR MAS A LOS REGANTES,Y SUS PREDIOS ",2,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,5cnsym8n,75,2,NaN,2,0,5,1,8,10,10,2,3,2,2,2,"porque el terreno necesitava mas agua",3,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,mj6caorb,51,2,NaN,2,1,3,1,3,5,6,4,5,5,4,5,"porque no les alconzo las horas para regar todo",1,2,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,8vqxst1e,27,1,NaN,2,0,3,1,10,10,10,2,2,2,2,2,"MANTIENEN CULTIVOS QUE NECESITAN MAYOR CANTIDAD DE AGUA",3,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,wzagrp60,80,2,NaN,2,0,4,1,5,10,10,2,2,2,2,2,"PORQUE NECESITAN MAS AGUA",2,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,i632tsm5,59,2,NaN,2,0,2,2,4,1,5,2,2,2,2,2,"para poder cubrir las necesidades del cultivo y no se les secara",2,1,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,7c9q110v,44,1,NaN,2,0,5,1,3,4,5,1,3,4,2,4,"por no respeta la hora de agua",1,2,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,ipp59vmf,69,2,NaN,2,1,4,1,8,7,6,5,5,5,5,5,"Porque necesitaban mÃ¡s de lo que les corresponde",3,3,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,635zpd0n,51,2,NaN,2,1,2,2,5,5,5,2,5,5,3,1,"cuando algunos no las usan",2,2,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,yibvbsvj,42,1,NaN,2,1,2,2,6,8,8,3,4,4,4,4,"puede ser descuido,o simplemente aprovechar que la tenian a disposicion y no pensar en los demas",2,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,gwm1556e,75,2,NaN,2,0,2,2,8,6,7,5,5,4,2,4,"Seguramente tenian necesidad de regar, porque estaba mÃ¡s seca la planta",3,2,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,3e5e118j,32,1,NaN,2,0,2,2,5,5,5,5,5,3,3,5,"requerian de mas agua ya que tal vez tienen mas hectareas de siembra",2,2,2
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,wkhvgpvx,48,1,NaN,2,1,2,2,2,8,2,5,4,5,4,5,"por no saber o por nesecidad ",1,3,1
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,nd4hgdu7,33,1,NaN,2,0,2,2,5,10,10,2,3,5,4,5,"puede ser motivo de sequeda de suelo o que el cultivo estaba a falta de agua ",2,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,1fzpck1r,57,2,NaN,2,1,2,2,10,8,10,1,2,5,5,5,"los motivos son cuidar sus previos y que no tengan en sus cosechas",3,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,krjqvsyb,46,1,NaN,2,1,1,2,9,9,9,2,2,5,4,2,"Para cumplir con la necesidad de su cultivo ",3,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,4zevf3jr,61,2,NaN,2,1,1,2,3,7,7,2,5,5,3,5,"MUCHO EGOISMO DEL VECINO",1,3,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,d8j824p9,44,1,NaN,2,1,1,2,4,5,7,4,5,5,5,5,"Es que pensaron en ellos,porque con una buena comunicacion se pueden compartir el agua.",2,2,3
1,0,15,all_apps_wide-2025-06-03_SESION1.csv,1,mbqprmfg,43,1,NaN,2,1,1,2,4,5,10,1,1,5,3,5,"los motibos de los otro participantes fu no respetar sus horas de riego ",2,2,3
